aluminium,arsenic,cadmium,chloramine,chromium,is_safe
0.06,0.06,0.04,0,0.04,0
0.04,0.09,0.05,0.09,0.02,0
0.06,0.09,0.02,0.64,0.09,0
0.02,0.08,0.09,0.13,0,0
0.04,0.09,0.03,0.09,0.02,0
0.03,0.02,0.03,0.03,0.05,0
0.05,0.04,0.03,0.19,0.02,0
0.02,0.01,0.02,0.07,0.08,0
0.07,0.03,0.01,0.24,0.1,0
0.05,0.03,0.04,0.07,0.08,0
0.09,0.08,0.04,0.14,0.06,0
0.07,0.05,0.04,0.02,0.02,0
0.06,0.05,0.01,0.06,0.03,0
0.07,0,0.09,0.03,0.06,0
0.08,0.1,0.06,0.35,0.05,1
0.04,0.08,0.03,0.01,0,0
0.02,0.03,0.08,0.17,0.08,0
0.07,0.06,0.04,0.21,0.01,0
0.01,0.07,0.03,0.07,0.04,0
0.1,0.02,0.05,0,0.09,0
0.07,0.01,0.02,0.34,0.04,0
0.08,0.03,0.07,0.07,0.07,0
0.02,0.04,0.02,0.26,0.1,0
0.08,0.06,0,0.36,0.08,0
0.06,0.06,0.1,0.09,0.07,0
0.08,0,0.09,0.08,0.09,0
0.05,0.1,0.05,0.04,0.07,0
0.06,0.02,0.09,0.02,0.03,1
0.04,0.02,0.04,0.03,0,0
0,0.1,0.04,0.01,0.04,0
0.09,0.01,0.09,0.01,0.05,0
0.1,0,0.02,0.3,0.03,0
0.09,0.04,0.05,0.02,0.01,0
0.08,0.05,0.04,0.03,0.09,0
0.1,0.07,0.06,0.37,0.05,0
0.03,0.04,0.02,0.08,0.07,0
0.03,0.03,0.09,0.05,0.09,0
0.03,0.08,0.05,0.07,0.02,0
0.1,0.05,0.07,0.51,0.08,0
0.01,0,0,0.01,0.04,0
0.03,0.02,0.08,0.01,0.02,0
0.06,0.05,0.06,0.33,0.09,0
0.05,0.09,0.05,0.38,0.03,0
0.1,0.09,0.06,0.28,0.03,0
0.03,0.04,0.03,0.3,0.02,0
0,0.09,0.02,0.09,0.01,0
0.09,0.03,0.02,0.02,0.06,0
0.04,0.02,0.04,0.16,0.06,0
0.05,0.06,0.06,0.15,0.03,0
0.06,0.01,0.05,0.04,0,0
0.09,0.08,0.08,0.02,0.02,0
0.02,0.04,0.09,0.13,0.09,0
0.08,0.02,0.08,0.02,0.05,0
0,0.06,0.03,0.47,0.09,1
0.07,0.06,0.02,0.3,0.08,0
0.06,0.05,0.03,0.11,0.08,0
0.07,0.08,0.02,0.09,0.01,0
0.05,0.02,0.01,0.04,0.07,0
0.04,0.08,0.1,0.07,0.01,0
0.07,0.04,0.1,0.42,0.09,0
0.02,0.09,0.05,0.05,0.02,0
0.09,0.06,0.05,0.02,0.09,0
0.04,0.08,0.07,0.01,0,1
0.01,0.03,0.02,0.01,0.09,0
0.07,0.07,0.01,0.57,0.01,0
0.04,0.04,0.01,0.03,0.01,0
0.07,0.05,0.07,0.05,0.03,0
0.03,0.02,0.03,0.4,0,0
0.05,0.06,0.1,0.19,0.08,0
0.08,0.01,0.02,0.38,0,0
0.07,0.04,0.02,0.27,0.08,1
0.05,0.05,0.01,0.08,0.02,0
0.08,0.03,0.07,0.4,0,0
0.02,0.08,0,0.7,0.09,0
0.05,0.03,0.08,0.27,0.03,0
0.08,0.06,0.05,0.59,0.08,0
0.09,0.03,0,0.24,0.06,0
0.05,0.08,0.03,0.03,0.1,0
0.04,0.07,0.09,0.03,0.06,0
0.04,0.03,0.08,0.12,0.1,0
0.08,0.06,0.09,0.1,0.04,0
0.07,0.05,0.08,0.34,0.01,0
0.02,0.04,0.05,0,0.09,0
0.07,0.02,0.02,0.17,0.02,0
0.07,0.09,0.09,0.1,0.07,0
0.05,0.02,0.09,0.31,0.04,0
0.03,0.07,0.04,0.11,0.09,0
0.01,0.01,0.08,0.06,0.01,0
0.07,0.05,0.09,0.05,0.1,0
0.1,0.05,0.04,0.06,0.03,0
0.08,0.05,0.04,0.09,0.07,0
0.04,0.01,0.03,0.01,0.1,0
0.1,0.09,0.05,0.34,0.06,0
0.09,0.02,0.05,0.23,0.01,1
0.09,0.04,0.03,0.01,0.05,0
0.06,0.03,0.03,0.09,0.04,0
0.01,0.03,0.05,0.04,0.06,0
0.05,0.01,0.03,0.06,0.06,0
0.02,0.01,0.05,0.37,0.08,0
0.03,0.09,0.04,0.08,0.02,0
0.02,0.08,0.03,0.01,0.08,0
0.05,0.07,0.06,0.04,0.03,0
0.02,0.05,0.01,0.08,0.06,0
0.04,0.08,0.1,0.07,0.04,0
0.07,0.04,0.08,0.03,0.07,0
0.04,0.02,0.01,0.19,0.08,0
0.04,0.02,0.02,0.13,0.06,0
0.02,0.04,0.06,0.09,0.04,0
0.04,0.02,0.09,0.22,0.06,0
0.01,0.01,0.01,0.05,0.01,0
0.05,0.07,0.01,0.4,0.03,0
0.06,0.09,0.02,0.07,0.04,0
0.03,0.08,0.02,0.11,0.06,0
0.08,0.01,0.04,0.12,0.08,0
0.05,0.03,0.08,0.03,0.04,0
0,0.05,0.04,0.09,0.03,0
0.01,0.05,0.09,0.02,0.05,0
0.05,0.04,0.08,0.23,0.09,0
0.08,0.05,0.02,0.03,0.04,0
0.02,0.04,0.06,0.02,0.08,0
0.02,0.04,0.03,0.3,0.08,0
0.05,0,0.02,0.1,0.1,0
0.05,0.02,0.06,0.03,0.01,0
0.08,0.07,0.07,0.07,0.05,0
0.1,0.08,0.06,0.05,0.09,0
0.06,0.09,0.03,0.02,0.09,0
0.08,0.07,0.09,0.11,0.03,0
0.06,0.01,0.1,0.1,0.04,0
0.04,0.02,0.04,0.06,0.03,0
0.1,0.04,0.07,0.01,0.08,0
0.04,0.09,0.06,0.13,0.08,0
0.02,0.1,0.08,0.06,0.04,0
0.04,0.08,0.1,0.54,0.08,0
0.09,0.07,0.02,0.5,0.03,0
0.05,0.03,0.04,0.4,0.02,0
0.09,0.06,0.04,0.14,0.01,0
0.01,0.01,0.09,0.05,0.06,1
0.07,0.04,0.07,0.1,0.1,0
0.02,0.01,0.07,0.07,0.02,0
0.09,0.01,0.08,0.06,0.08,0
0.06,0.06,0.04,0.08,0.04,1
0,0.08,0.06,0.21,0.1,0
0.04,0.03,0.08,0.1,0.04,0
0,0.09,0.04,0.09,0.03,0
0.1,0.05,0.09,0.12,0.02,0
0,0,0.09,0.48,0.06,0
0.05,0.01,0.02,0.05,0.04,0
0.04,0.09,0.09,0.04,0.05,0
0.06,0.09,0.1,0.01,0.02,0
0.06,0.09,0.03,0.31,0.02,0
0.03,0.08,0.03,0.33,0.08,0
0.07,0,0.06,0.02,0.02,0
0.03,0.09,0,0.08,0.06,0
0.01,0.08,0.07,0.06,0.03,0
0.05,0.05,0.06,0.58,0.05,0
0,0.01,0.02,0.06,0.04,0
0.09,0.01,0.09,0.07,0.08,0
0.01,0.09,0,0.03,0.07,0
0.05,0.06,0.06,0.13,0,0
0.09,0,0.05,0.18,0.07,0
0.09,0.07,0.04,0.14,0.06,0
0.09,0.07,0.09,0.14,0.09,0
0.02,0.1,0.05,0.13,0.02,0
0.05,0.02,0.06,0.62,0.06,0
0.05,0.03,0.07,0.04,0.09,0
0.02,0.1,0.09,0.06,0.03,0
0.01,0.01,0.09,0.07,0,0
0.03,0.08,0.04,0.25,0.05,0
0.06,0.07,0.07,0.05,0.1,0
0.01,0.05,0.07,0.3,0.06,0
0.01,0.1,0.06,0.17,0.05,0
0,0.01,0,0.1,0.05,0
0.02,0.1,0.02,0.03,0.1,0
0.03,0.07,0.02,0.09,0.05,0
0.08,0.04,0.06,0.08,0.07,0
0.06,0.07,0.1,0.11,0.02,0
0.09,0.09,0.04,0.11,0.02,0
0.02,0.06,0.05,0.09,0.03,0
0.05,0.01,0.03,0.09,0.02,0
0.04,0.08,0.04,0.18,0.06,0
0.05,0.08,0.08,0.03,0.07,0
0.08,0.09,0.07,0.09,0.02,0
0.06,0.05,0.07,0.3,0.04,0
0.1,0.08,0.07,0.26,0.07,0
0.02,0.09,0.08,0.48,0,0
0.09,0.08,0.01,0.4,0.01,0
0.02,0.01,0,0.03,0.02,0
0.08,0.07,0.08,0.09,0.07,0
0.08,0.03,0.02,0.1,0.1,0
0.03,0.09,0.03,0.07,0.08,0
0.08,0.09,0.09,0.44,0.02,0
0.02,0.03,0.05,0.04,0.07,0
0.07,0.1,0.1,0.01,0.01,0
0.07,0.03,0.05,0.07,0.04,0
0.06,0.09,0.02,0.47,0.06,0
0.01,0.06,0.07,0,0.06,0
0.08,0.08,0.06,0.17,0.01,0
0.01,0.05,0.09,0.07,0.08,0
0.02,0.08,0.04,0.38,0.05,0
0.1,0.08,0.09,0.2,0.04,0
0.06,0.03,0.03,0.04,0.03,0
0.07,0.1,0,0,0.05,0
0.06,0,0.07,0.45,0.02,0
0.03,0.1,0.04,0.19,0.07,0
0.04,0.04,0.04,0.03,0.07,0
0.03,0.09,0.07,0.23,0.01,0
0.06,0.03,0.04,0.09,0.08,0
0.04,0.1,0.09,0.03,0.04,0
0.08,0.08,0.06,0.14,0.09,0
0.1,0.03,0.02,0.42,0.06,0
0.05,0,0.08,0.37,0.07,0
0.03,0.05,0.05,0.08,0.06,0
0.05,0.01,0.07,0.1,0.07,0
0.05,0.09,0.09,0.08,0.08,0
0.03,0.01,0.05,0.05,0.05,0
0.05,0.02,0.07,0.11,0.09,0
0.05,0.07,0,0.16,0.06,0
0.03,0.01,0.05,0.14,0.02,0
0.02,0.04,0.05,0.06,0.09,1
0,0.07,0.1,0.32,0.06,0
0.04,0.1,0.08,0.09,0.09,0
0.09,0.1,0.05,0.27,0.07,0
0.07,0.1,0.03,0.04,0.08,0
0.06,0.01,0.04,0.2,0.09,0
0.09,0.05,0.06,0.03,0.08,0
0.05,0.07,0.09,0.06,0.06,0
0.08,0.04,0.09,0.09,0.08,0
0.01,0.09,0.07,0.06,0.07,0
0.08,0.03,0.04,0.06,0.08,0
0.09,0.06,0.02,0.05,0.04,0
0.05,0.09,0.09,0.02,0.07,0
0.02,0,0.06,0.02,0.01,0
0.04,0.09,0.09,0.02,0.08,0
0.02,0.06,0.06,0.49,0.04,0
0.02,0.08,0.06,0.49,0.06,1
0.06,0.01,0.01,0.01,0.01,0
0.09,0.04,0.03,0.55,0.01,0
0.04,0.02,0.03,0.25,0.08,0
0.08,0.06,0.08,0,0.06,0
0.01,0.09,0.06,0.25,0.01,0
0.02,0.07,0.08,0.5,0.01,0
0.02,0.08,0.03,0.05,0.01,0
0,0.08,0.02,0.36,0.04,0
0.01,0.05,0.01,0.05,0,0
0.06,0.02,0.08,0.07,0.07,0
0.07,0.07,0.1,0.05,0.08,0
0.05,0.09,0.02,0.01,0.04,0
0.05,0.08,0.09,0.05,0.09,0
0.02,0.06,0.06,0.18,0.02,0
0.09,0.09,0.08,0.19,0.03,0
0.04,0.08,0.05,0.07,0.04,0
0.07,0.04,0.01,0.29,0.01,0
0.03,0.1,0.05,0.28,0.05,0
0.03,0.01,0.03,0.03,0.04,0
0.06,0,0.06,0.04,0.05,0
0.08,0.06,0.02,0.61,0.02,0
0.04,0,0.09,0.06,0.07,0
0.04,0.02,0.02,0.01,0.1,0
0.07,0.02,0.07,0.01,0.02,0
0.07,0.02,0.03,0.13,0.08,0
0.07,0.02,0.03,0.01,0.02,0
0.09,0.04,0.09,0.39,0.03,0
0.06,0.07,0.02,0.02,0.03,0
0.06,0,0.04,0.17,0.03,0
0.08,0,0.01,0.04,0.01,0
0.03,0.05,0.02,0.18,0.08,0
0.09,0.02,0.07,0.27,0.02,0
0.01,0.09,0.01,0.32,0.1,0
0.04,0.04,0.06,0.13,0,0
0.03,0.03,0.05,0.18,0.06,0
0.02,0.01,0.05,0.4,0.02,0
0.01,0.08,0.07,0.39,0.05,0
0.01,0.09,0.06,0.23,0.01,0
0.1,0.1,0.06,0.02,0.08,0
0.02,0.04,0.03,0.44,0.08,0
0.1,0.08,0.1,0.19,0.06,0
0.1,0.03,0.06,0.16,0.09,0
0.03,0.01,0.04,0.25,0.05,0
0.04,0.06,0.03,0.08,0.02,1
0.07,0.04,0.07,0.54,0,0
0.02,0.04,0.08,0,0.09,0
0.06,0.04,0,0.08,0.09,0
0.03,0.04,0.04,0.07,0.09,0
0.04,0.04,0.03,0.38,0.05,0
0.05,0.09,0.09,0,0.05,0
0,0.08,0.01,0.02,0.01,0
0.01,0.07,0.01,0,0.01,0
0.08,0.09,0.01,0.65,0.05,0
0.09,0.07,0,0.02,0.01,0
0.06,0.03,0.1,0.54,0.09,0
0.01,0.02,0.05,0.04,0.06,0
0.08,0.06,0.06,0.15,0.03,0
0.03,0.04,0.07,0.03,0.08,0
0.01,0.07,0.02,0.08,0.02,0
0.06,0.01,0.06,0.02,0.03,0
0.08,0.09,0.06,0.17,0.08,0
0.09,0.04,0.08,0.11,0.03,0
0.05,0.02,0.04,0.1,0.08,0
0.02,0.05,0.05,0.03,0.05,0
0.01,0.05,0.05,0.03,0.02,0
0.07,0.09,0.04,0.37,0.08,0
0.06,0.03,0.06,0.06,0.07,0
0.06,0.06,0.07,0.06,0.03,1
0.06,0.06,0.09,0.02,0.08,0
0.01,0.04,0.03,0.27,0.05,0
0.07,0.06,0.07,0.03,0.06,0
0.04,0,0.09,0.31,0.08,0
0.03,0.05,0.02,0.01,0.02,0
0.08,0.02,0.09,0.23,0.08,0
0.03,0.07,0.01,0.34,0.04,0
0.09,0.05,0.06,0.01,0.04,0
0.06,0.02,0.09,0.02,0.02,0
0.04,0.02,0.09,0.1,0.05,0
0.01,0.05,0.03,0.04,0.09,0
0.03,0.05,0.08,0.42,0,1
0,0.05,0.08,0.51,0,0
0.06,0.03,0.04,0.15,0.07,0
0.06,0.03,0.05,0.34,0.1,0
0.08,0.06,0.09,0,0.05,0
0.04,0.09,0.05,0.17,0.01,0
0.05,0.04,0.09,0.02,0.03,0
0.02,0.01,0.03,0.04,0,0
0.06,0.09,0.02,0.15,0.09,0
0.05,0.01,0.08,0.66,0.03,0
0.1,0.02,0.09,0.11,0.07,0
0.03,0.08,0.06,0.15,0.09,1
0.05,0.04,0.01,0.05,0.09,0
0.1,0.09,0.07,0.05,0.05,0
0.04,0.02,0.07,0.03,0.09,0
0.08,0.01,0.09,0.41,0.09,0
0.05,0.09,0.01,0.53,0.06,0
0.07,0.03,0.09,0.03,0.08,0
0.02,0.06,0.07,0.23,0,0
0.03,0.04,0.07,0.24,0.02,0
0.05,0.03,0.08,0.1,0.03,0
0.09,0,0.07,0.09,0.09,0
0.04,0.02,0.05,0.1,0.07,0
0.02,0.06,0.05,0.04,0.08,0
0.03,0.06,0.01,0.04,0.07,1
0.02,0.1,0.1,0.02,0.06,0
0.04,0.07,0.03,0.15,0.06,0
0.1,0.02,0.05,0.23,0.06,0
0.09,0.01,0.03,0.07,0.06,0
0.09,0.09,0.01,0.04,0.06,0
0.07,0.02,0.07,0.2,0.01,0
0,0.1,0.04,0.43,0.03,0
0.06,0.03,0.09,0.07,0.01,0
0.04,0.04,0,0.03,0.02,0
0.08,0.07,0.01,0.09,0.04,0
0.05,0.02,0.09,0.05,0.05,0
0.05,0.08,0.1,0.02,0.04,0
0.06,0.01,0.04,0.67,0.04,1
0.01,0.02,0.07,0.06,0.07,0
0.01,0.01,0.02,0.52,0.04,0
0.03,0.07,0.01,0.39,0.04,0
0.07,0.04,0.05,0.43,0.01,0
0.04,0.06,0,0.39,0.06,0
0.03,0.03,0.05,0.13,0.05,0
0.02,0.09,0.06,0.16,0.08,0
0.01,0.07,0.1,0.1,0.02,0
0.07,0.05,0.05,0.03,0.1,0
0.09,0.06,0.05,0.05,0.09,0
0.07,0.06,0.05,0.09,0.01,0
0.01,0.04,0.05,0.41,0.08,0
0.09,0.07,0.1,0.02,0,0
0.09,0.02,0.01,0,0.03,0
0.06,0.02,0.07,0.01,0.01,0
0.09,0.07,0.01,0.26,0.05,0
0.04,0.01,0.04,0.12,0.01,0
0.01,0.05,0.06,0.38,0.04,0
0.04,0.06,0.02,0.15,0.06,0
0.05,0.03,0.03,0,0.02,1
0.01,0.01,0.01,0.24,0.09,0
0.03,0.02,0.04,0.17,0.09,0
0.1,0.1,0.05,0.24,0.02,0
0.08,0.01,0.09,0.57,0.02,0
0.01,0.02,0.04,0.02,0.01,0
0.03,0.04,0.1,0.01,0.03,0
0.05,0.07,0.08,0.02,0.03,0
0.06,0.04,0.05,0.01,0.04,1
0.04,0.09,0.07,0.09,0,1
0.09,0.04,0.09,0.14,0.1,0
0.09,0.01,0.06,0.02,0,0
0.07,0.08,0.03,0.48,0.06,0
0.03,0.03,0.07,0.03,0.07,0
0.04,0.03,0.03,0.18,0.04,0
0.04,0.08,0.04,0.12,0.08,0
0.02,0.02,0.05,0.36,0.1,0
0.05,0.09,0.06,0.19,0.07,0
0.03,0.09,0.04,0.01,0.04,0
0.01,0.06,0.04,0.59,0.07,0
0.02,0.08,0.02,0.15,0.05,0
0.01,0.07,0.09,0.04,0.04,0
0.06,0.09,0.09,0.02,0.04,0
0.03,0.07,0.07,0.16,0.04,0
0.07,0.02,0.03,0.34,0.09,0
0.04,0.07,0.02,0.1,0.05,0
0.08,0.04,0.08,0.04,0.02,0
0.09,0.07,0.09,0.07,0.1,0
0.05,0.06,0.06,0.29,0.04,0
0.08,0.01,0.01,0.12,0.07,0
0.09,0.06,0.03,0.13,0.05,0
0.06,0.08,0.04,0.09,0.01,0
0.06,0.08,0.03,0.44,0.1,1
0.05,0.02,0.08,0.06,0.07,0
0.01,0.1,0.09,0.35,0.02,0
0.05,0.04,0.06,0.09,0.09,0
0.05,0.08,0.07,0.08,0.04,0
0.1,0.09,0.05,0.09,0.02,0
0.1,0.07,0.04,0.01,0.07,0
0.02,0,0.03,0.07,0.07,0
0.06,0.02,0.05,0.08,0.02,0
0.01,0.01,0.02,0.04,0.09,0
0.03,0.06,0.09,0.04,0.03,1
0.08,0.07,0.01,0.07,0.03,0
0.08,0.04,0.01,0.05,0.03,0
0.05,0.01,0.05,0.47,0.08,0
0.08,0.05,0.09,0.48,0.1,0
0.02,0.03,0.03,0.46,0.08,0
0.07,0.02,0.09,0.02,0.07,0
0.03,0.09,0.07,0.08,0.08,0
0.08,0.06,0.05,0.17,0.07,0
0.01,0.08,0.03,0.13,0.01,0
0.07,0.03,0.06,0.1,0.08,0
0.01,0.02,0.05,0.27,0,0
0.08,0.09,0.08,0.09,0.08,0
0.05,0.1,0.03,0.45,0.01,0
0.05,0.1,0.08,0.17,0.07,1
0.06,0.03,0.08,0.01,0.01,1
0.07,0.03,0.07,0.08,0.08,0
0.03,0.07,0.07,0.05,0.02,0
0.09,0,0.09,0.02,0.05,1
0.09,0.02,0.05,0.44,0.05,0
0.06,0,0,0.29,0.03,0
0,0,0.03,0.32,0.06,1
0.06,0.08,0.06,0.06,0.03,0
0.07,0.05,0.06,0.19,0.05,0
0.07,0.08,0.07,0.09,0.04,0
0.01,0.03,0.07,0.02,0.01,0
0.04,0.05,0.09,0.5,0.01,0
0.06,0,0.01,0.29,0.05,0
0.03,0.09,0.09,0.01,0.06,0
0.05,0.05,0.04,0.04,0.02,0
0.01,0.03,0.09,0.21,0.01,0
0.03,0.01,0.05,0.49,0.05,0
0.06,0.1,0.04,0.21,0.06,0
0.03,0.06,0.02,0.32,0.09,0
0.07,0.07,0.05,0.04,0.01,0
0.07,0.01,0.01,0.01,0.08,0
0.07,0.02,0.1,0.46,0.01,0
0.03,0.04,0.04,0.14,0.03,0
0.05,0.1,0.07,0.01,0.1,0
0.06,0.03,0.08,0.06,0.05,0
0.03,0.06,0.01,0.08,0.01,0
0.09,0.01,0.01,0.13,0.09,0
0.08,0.05,0.02,0.3,0,0
0.07,0.02,0.06,0.16,0,0
0.03,0.02,0.08,0.04,0.05,1
0.04,0.02,0.08,0.06,0.04,0
0.04,0.08,0.04,0.12,0.06,0
0.07,0.03,0.04,0.26,0.05,0
0.05,0.08,0.02,0.02,0.05,0
0.06,0.03,0.05,0.28,0.09,0
0.06,0.05,0.03,0.4,0.1,0
0.01,0.06,0.1,0.09,0.02,0
0.05,0.01,0.03,0.25,0.09,0
0.01,0.04,0.08,0.04,0.04,1
0.02,0,0.09,0.04,0.05,0
0.08,0.05,0.05,0.49,0.07,0
0.04,0.08,0.02,0.05,0.05,0
0.04,0.03,0.03,0.2,0.07,0
0.04,0.03,0.09,0.17,0.03,0
0.08,0.1,0.08,0.05,0.03,0
0.08,0.01,0.08,0.11,0.08,0
0.05,0.01,0.09,0.15,0.06,0
0.09,0.04,0,0.26,0.02,0
0,0.08,0.06,0.06,0.01,0
0.03,0.01,0.05,0,0.04,0
0.02,0.05,0.03,0.04,0,0
0.05,0.09,0.05,0.46,0.08,0
0.02,0.05,0.04,0.02,0.05,0
0.03,0.07,0.01,0.06,0.04,0
0.09,0.04,0.03,0.06,0.07,0
0.04,0.06,0.04,0.68,0.05,0
0.08,0.01,0.01,0.31,0.06,0
0.1,0.03,0.07,0.16,0.08,0
0.01,0.03,0.09,0.07,0.01,0
0.08,0.02,0.02,0.05,0.08,0
0.03,0.01,0.09,0.01,0.1,0
0.05,0.06,0.02,0,0.06,0
0.01,0.09,0.08,0.57,0.1,0
0.02,0.03,0.01,0.08,0.08,0
0.09,0.04,0,0.08,0.08,0
0.09,0.04,0.07,0.06,0.05,0
0.1,0,0.06,0.26,0.07,0
0.09,0.1,0.08,0.01,0.09,0
0.01,0.04,0.07,0.12,0.04,0
0.02,0.09,0.05,0.25,0.02,0
0.06,0.03,0.07,0.27,0.08,0
0.07,0.1,0.06,0.07,0.04,1
0.05,0.03,0,0.07,0.05,0
0.07,0.07,0.09,0.12,0.02,0
0.01,0.07,0.01,0.06,0.09,0
0.04,0.04,0.1,0.06,0.08,0
0.04,0.04,0.02,0.1,0,1
0.01,0.02,0.04,0.02,0.08,0
0,0.08,0.01,0.09,0.03,0
0.08,0.02,0.05,0.02,0.04,0
0.01,0.08,0.04,0.02,0.09,0
0.07,0.09,0.01,0.05,0.07,0
0.03,0.09,0.03,0.24,0.02,0
0.1,0.02,0.06,0.12,0.08,0
0.03,0.08,0.02,0.23,0.06,0
0.09,0.02,0.07,0.1,0.04,0
0.01,0.01,0.03,0.01,0.02,0
0.02,0.01,0.08,0.27,0.02,0
0.08,0.07,0.07,0.05,0,0
0.03,0,0.09,0.34,0.07,0
0.03,0.04,0.08,0.02,0.03,0
0.01,0,0.09,0.28,0.08,0
0.07,0.02,0.09,0.52,0.05,0
0.06,0.03,0.04,0.01,0.04,0
0.09,0.01,0.05,0.07,0.01,0
0.05,0.07,0.09,0.02,0.03,0
0.08,0.05,0.01,0.08,0.04,0
0.1,0.1,0,0.05,0.05,0
0.03,0.07,0.01,0.16,0.1,0
0.09,0.04,0.1,0.35,0.01,0
0.09,0,0.02,0.48,0.09,0
0.08,0.02,0.1,0.06,0.06,0
0.03,0.01,0.07,0.05,0.09,0
0.07,0.04,0.07,0.09,0.1,0
0.05,0.06,0.03,0.07,0.02,1
0.08,0.06,0.08,0.09,0.08,0
0.07,0.01,0.05,0.12,0.02,0
0,0.08,0.04,0.02,0.05,0
0.07,0.05,0.04,0.39,0.07,0
0.02,0.01,0.07,0.54,0.08,0
0.1,0.02,0.04,0.03,0.07,0
0.08,0.08,0.07,0.09,0.03,0
0.05,0.07,0.03,0.16,0.06,0
0.09,0.09,0.08,0.31,0.03,0
0.09,0.02,0.06,0.08,0.09,0
0.02,0.09,0.06,0.09,0.09,0
0.1,0.05,0.08,0.19,0.05,0
0.04,0.05,0.06,0.26,0.05,0
0.09,0.02,0.09,0.06,0.06,0
0.07,0.03,0.05,0.06,0.05,0
0.02,0.02,0.06,0.24,0.09,0
0.06,0,0.05,0.07,0.03,0
0,0.07,0.01,0.48,0.05,0
0.08,0.03,0.05,0.06,0.08,1
0.02,0.08,0.02,0.1,0.07,0
0.1,0.01,0.04,0.09,0.1,0
0.04,0.09,0,0.04,0.02,0
0.06,0.08,0.06,0.06,0.05,0
0.1,0.02,0.06,0.29,0,0
0.09,0.03,0,0.2,0.06,0
0.07,0.01,0.04,0.07,0.04,0
0.04,0.05,0,0.08,0.04,0
0,0.08,0.09,0.1,0.04,0
0.08,0.03,0.02,0.07,0.05,0
0.08,0,0.02,0.12,0.06,0
0.04,0.06,0.04,0.3,0.01,0
0.02,0.08,0.02,0.08,0.05,0
0.08,0.02,0.03,0.07,0.08,0
0.07,0.05,0.06,0.09,0.01,0
0.09,0.09,0.05,0.49,0.04,0
0.03,0.08,0.08,0.03,0.06,0
0.04,0.09,0.01,0.04,0.08,0
0,0.05,0.01,0.7,0.08,0
0.06,0.06,0.06,0.29,0.07,0
0.01,0.1,0.07,0.31,0.07,0
0.05,0.02,0.06,0.09,0.01,0
0.03,0.05,0.06,0.04,0.08,0
0.02,0,0.06,0.3,0.04,0
0,0.08,0.03,0.09,0.04,0
0.02,0.05,0.04,0.07,0.01,0
0.1,0.08,0.01,0.02,0.08,0
0.01,0.06,0.05,0.36,0.08,0
0.02,0.1,0.04,0.1,0.03,0
0.01,0.09,0.01,0.05,0,0
0.05,0.03,0.06,0.17,0.05,0
0.02,0.03,0.09,0,0.1,0
0.06,0,0.05,0.08,0.09,0
0.07,0.09,0.01,0.05,0,0
0.06,0.07,0.02,0.16,0.09,1
0.06,0.05,0.06,0.19,0.04,0
0.05,0.09,0.01,0.15,0.08,0
0.09,0.03,0.02,0.15,0.07,0
0.03,0.07,0.07,0.19,0.07,0
0.05,0.05,0.08,0.04,0,0
0.1,0.1,0.1,0,0.09,0
0.06,0.09,0.02,0.01,0.08,0
0.04,0.1,0.02,0.11,0.07,1
0.01,0.09,0.02,0,0.07,0
0.06,0.07,0.05,0.42,0,0
0.03,0,0.01,0.05,0.08,0
0.02,0.06,0.06,0.08,0.05,0
0.04,0.09,0.09,0.02,0.08,0
0.08,0.07,0.02,0.61,0.08,0
0.09,0.08,0.02,0.56,0.01,0
0.04,0.07,0.04,0.24,0.02,0
0.04,0.04,0.03,0.12,0.06,0
0.02,0.09,0.09,0.06,0.02,0
0.08,0,0.04,0.01,0.05,1
0.08,0.03,0.07,0.02,0.05,0
0,0.1,0.08,0,0.07,0
0.09,0.05,0.07,0,0.07,0
0.1,0.08,0.06,0.42,0.01,0
0.03,0.07,0.07,0.19,0.06,0
0.03,0.07,0.08,0.25,0.08,0
0.09,0.04,0.01,0.19,0.01,0
0.03,0.09,0.04,0.15,0.02,0
0.02,0.04,0.1,0.21,0.07,0
0.08,0.05,0.08,0.01,0.05,0
0.06,0.04,0,0,0.05,0
0.04,0.07,0.03,0.05,0.09,0
0.08,0.09,0.08,0.07,0.02,0
0.1,0.06,0.03,0.15,0.02,0
0,0.06,0.02,0.09,0.09,0
0.1,0.01,0,0,0.05,0
0.04,0.06,0.07,0.16,0.08,0
0.01,0.05,0.07,0.09,0.07,1
0.07,0.1,0.03,0.12,0.08,1
0.02,0.05,0.02,0.21,0.01,0
0.06,0.09,0.08,0.05,0.01,0
0.09,0.04,0.06,0.5,0.05,1
0.05,0.05,0.09,0.38,0.1,0
0.1,0.03,0.09,0.27,0.1,1
0.01,0.05,0.05,0.02,0.04,0
0.06,0.04,0.05,0.59,0,1
0.01,0.05,0.06,0.48,0.05,0
0.04,0.06,0.1,0.03,0.06,0
0.07,0.07,0.06,0,0.01,0
0.08,0.1,0.07,0.51,0.03,0
0.09,0.03,0.06,0.05,0.08,0
0.09,0.06,0.03,0.45,0.01,0
0.06,0.05,0.01,0.1,0.02,0
0.06,0.01,0.07,0.14,0,0
0.05,0.09,0.1,0.02,0.06,0
0.01,0.1,0.03,0.07,0.08,0
0.02,0.02,0.06,0.19,0.02,0
0.02,0.04,0.03,0.02,0.06,0
0.07,0.02,0.01,0.1,0.09,0
0.03,0.04,0.02,0.07,0.06,0
0.06,0.06,0.09,0.32,0.08,0
